station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
06C,2021-01-14 13:35,-88.1012,41.9893,243.48,37.40,31.60,79.36,140.00,7.00,0.00,29.47,null,10.00,null,OVC,null,null,null,9000.00,null,null,null,null,null,null,null,null,null,null,31.36,K06C 141935Z AUTO 14007KT 10SM OVC090 03/00 A2947 RMK AO2 T00301002
06C,2021-01-14 13:55,-88.1012,41.9893,243.48,37.60,31.80,79.38,160.00,8.00,0.00,29.46,null,10.00,null,BKN,OVC,null,null,7000.00,8000.00,null,null,null,null,null,null,null,null,null,31.01,K06C 141955Z AUTO 16008KT 10SM BKN070 OVC080 03/00 A2946 RMK AO2 T00311001
06C,2021-01-14 14:15,-88.1012,41.9893,243.48,37.60,32.00,80.02,170.00,7.00,0.00,29.47,null,10.00,null,OVC,null,null,null,7000.00,null,null,null,null,null,null,null,null,null,null,31.61,K06C 142015Z AUTO 17007KT 10SM OVC070 03/00 A2947 RMK AO2 T00310000
06C,2021-01-14 14:35,-88.1012,41.9893,243.48,37.60,32.00,80.02,160.00,8.00,0.00,29.47,null,10.00,null,OVC,null,null,null,7000.00,null,null,null,null,null,null,null,null,null,null,31.01,K06C 142035Z AUTO 16008KT 10SM OVC070 03/00 A2947 RMK AO2 T00310000
06C,2021-01-14 14:55,-88.1012,41.9893,243.48,37.20,32.00,81.29,150.00,8.00,0.00,29.46,null,10.00,null,OVC,null,null,null,6000.00,null,null,null,null,null,null,null,null,null,null,30.52,K06C 142055Z AUTO 15008KT 10SM OVC060 03/00 A2946 RMK AO2 T00290000
06C,2021-01-14 15:15,-88.1012,41.9893,243.48,36.70,32.50,84.59,140.00,6.00,0.00,29.46,null,10.00,null,OVC,null,null,null,6000.00,null,null,null,null,null,null,null,null,null,null,31.19,K06C 142115Z AUTO 14006KT 10SM OVC060 03/00 A2946 RMK AO2 T00260003
06C,2021-01-14 15:35,-88.1012,41.9893,243.48,36.90,33.10,85.97,160.00,7.00,0.00,29.47,null,10.00,null,SCT,BKN,OVC,null,1700.00,4800.00,6000.00,null,null,null,null,null,null,null,null,30.75,K06C 142135Z AUTO 16007KT 10SM SCT017 BKN048 OVC060 03/01 A2947 RMK AO2 T00270006
06C,2021-01-14 15:55,-88.1012,41.9893,243.48,37.40,33.80,86.69,160.00,6.00,0.00,29.46,null,10.00,null,BKN,BKN,OVC,null,1500.00,3000.00,4900.00,null,null,null,null,null,null,null,null,32.03,K06C 142155Z AUTO 16006KT 10SM BKN015 BKN030 OVC049 03/01 A2946 RMK AO2 T00300010
06C,2021-01-14 16:15,-88.1012,41.9893,243.48,37.00,33.80,88.07,160.00,7.00,0.00,29.46,null,10.00,null,OVC,null,null,null,1500.00,null,null,null,null,null,null,null,null,null,null,30.87,K06C 142215Z AUTO 16007KT 10SM OVC015 03/01 A2946 RMK AO2 T00280010
06C,2021-01-14 16:35,-88.1012,41.9893,243.48,37.20,34.20,88.79,150.00,8.00,0.00,29.46,null,10.00,null,OVC,null,null,null,1300.00,null,null,null,null,null,null,null,null,null,null,30.52,K06C 142235Z AUTO 15008KT 10SM OVC013 03/01 A2946 RMK AO2 T00290012
06C,2021-01-14 16:55,-88.1012,41.9893,243.48,36.90,34.00,89.13,140.00,9.00,0.01,29.46,null,7.00,null,OVC,null,null,null,1100.00,null,null,null,null,null,null,null,null,null,null,29.61,K06C 142255Z AUTO 14009KT 7SM OVC011 03/01 A2946 RMK AO2 P0001 T00270011
06C,2021-01-14 17:15,-88.1012,41.9893,243.48,36.90,34.20,89.84,160.00,9.00,0.00,29.46,null,7.00,null,OVC,null,null,null,1100.00,null,null,null,null,null,null,null,null,null,null,29.61,K06C 142315Z AUTO 16009KT 7SM OVC011 03/01 A2946 RMK AO2 T00270012
06C,2021-01-14 17:35,-88.1012,41.9893,243.48,36.90,34.50,90.92,160.00,9.00,0.02,29.47,null,7.00,null,OVC,null,null,null,900.00,null,null,null,null,null,null,null,null,null,null,29.61,K06C 142335Z AUTO 16009KT 7SM OVC009 03/01 A2947 RMK AO2 P0002 T00270014
06C,2021-01-14 17:55,-88.1012,41.9893,243.48,36.90,34.70,91.65,150.00,10.00,0.04,29.45,null,7.00,18.00,OVC,null,null,null,900.00,null,null,null,null,null,null,null,null,null,null,29.11,K06C 142355Z AUTO 15010G18KT 7SM OVC009 03/02 A2945 RMK AO2 P0004 60005 T00270015 10032 20026
06C,2021-01-14 18:15,-88.1012,41.9893,243.48,36.50,34.30,91.64,160.00,9.00,0.02,29.45,null,7.00,15.00,OVC,null,null,null,900.00,null,null,null,null,null,null,null,null,null,null,29.11,K06C 150015Z AUTO 16009G15KT 7SM OVC009 03/01 A2945 RMK AO2 P0002 T00250013
06C,2021-01-14 18:35,-88.1012,41.9893,243.48,36.00,34.00,92.35,160.00,8.00,0.03,29.44,null,10.00,null,OVC,null,null,null,700.00,null,null,null,null,null,null,null,null,null,null,29.04,K06C 150035Z AUTO 16008KT 10SM OVC007 02/01 A2944 RMK AO2 P0003 T00220011
06C,2021-01-14 18:55,-88.1012,41.9893,243.48,35.60,33.80,93.08,150.00,7.00,0.04,29.43,null,10.00,null,OVC,null,null,null,700.00,null,null,null,null,null,null,null,null,null,null,29.17,K06C 150055Z AUTO 15007KT 10SM OVC007 02/01 A2943 RMK AO2 P0004 T00200010
06C,2021-01-14 19:15,-88.1012,41.9893,243.48,35.60,33.80,93.08,160.00,7.00,0.00,29.43,null,10.00,null,OVC,null,null,null,700.00,null,null,null,null,null,null,null,null,null,null,29.17,K06C 150115Z AUTO 16007KT 10SM OVC007 02/01 A2943 RMK AO2 T00200010
06C,2021-01-14 19:35,-88.1012,41.9893,243.48,35.20,33.60,93.82,150.00,4.00,0.00,29.43,null,10.00,null,OVC,null,null,null,700.00,null,null,null,null,null,null,null,null,null,null,31.16,K06C 150135Z AUTO 15004KT 10SM OVC007 02/01 A2943 RMK AO2 T00180009
06C,2021-01-14 19:55,-88.1012,41.9893,243.48,35.20,33.80,94.57,170.00,8.00,0.00,29.42,null,7.00,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,28.05,K06C 150155Z AUTO 17008KT 7SM OVC005 02/01 A2942 RMK AO2 T00180010
06C,2021-01-14 20:15,-88.1012,41.9893,243.48,35.60,34.20,94.58,190.00,7.00,0.00,29.42,null,7.00,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,29.17,K06C 150215Z AUTO 19007KT 7SM OVC005 02/01 A2942 RMK AO2 T00200012
06C,2021-01-14 20:35,-88.1012,41.9893,243.48,35.10,33.40,93.44,200.00,8.00,0.00,29.43,null,10.00,16.00,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,27.93,K06C 150235Z AUTO 20008G16KT 10SM OVC005 02/01 A2943 RMK AO2 T00170008
06C,2021-01-14 20:55,-88.1012,41.9893,243.48,34.00,32.40,93.79,210.00,11.00,0.00,29.42,null,7.00,15.00,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,24.99,K06C 150255Z AUTO 21011G15KT 7SM OVC005 01/00 A2942 RMK AO2 60004 T00110002
06C,2021-01-14 21:15,-88.1012,41.9893,243.48,33.80,32.20,93.78,210.00,7.00,0.00,29.42,null,10.00,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,26.97,K06C 150315Z AUTO 21007KT 10SM OVC005 01/00 A2942 RMK AO2 T00100001
06C,2021-01-14 21:35,-88.1012,41.9893,243.48,33.30,32.00,94.91,200.00,7.00,0.00,29.42,null,7.00,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,26.36,K06C 150335Z AUTO 20007KT 7SM OVC005 01/00 A2942 RMK AO2 T00070000
06C,2021-01-14 21:55,-88.1012,41.9893,243.48,33.10,32.00,95.67,210.00,9.00,0.00,29.42,null,4.00,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,24.88,K06C 150355Z AUTO 21009KT 4SM OVC005 01/00 A2942 RMK AO2 T00060000
06C,2021-01-14 22:15,-88.1012,41.9893,243.48,32.90,32.00,96.44,200.00,9.00,0.00,29.42,null,5.00,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,24.63,K06C 150415Z AUTO 20009KT 5SM OVC005 01/00 A2942 RMK AO2 T00050000
06C,2021-01-14 22:35,-88.1012,41.9893,243.48,33.10,32.00,95.67,210.00,11.00,0.00,29.42,null,10.00,15.00,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,23.86,K06C 150435Z AUTO 21011G15KT 10SM OVC005 01/00 A2942 RMK AO2 T00060000
06C,2021-01-14 22:55,-88.1012,41.9893,243.48,33.30,32.00,94.91,210.00,8.00,0.00,29.42,null,7.00,14.00,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,25.71,K06C 150455Z AUTO 21008G14KT 7SM OVC005 01/00 A2942 RMK AO2 T00070000
06C,2021-01-14 23:15,-88.1012,41.9893,243.48,33.40,32.20,95.29,200.00,5.00,0.00,29.42,null,4.00,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,28.06,K06C 150515Z AUTO 20005KT 4SM OVC003 01/00 A2942 RMK AO2 T00080001
06C,2021-01-14 23:35,-88.1012,41.9893,243.48,33.80,32.50,94.92,200.00,9.00,0.00,29.42,null,7.00,14.00,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,25.75,K06C 150535Z AUTO 20009G14KT 7SM OVC003 01/00 A2942 RMK AO2 T00100003
06C,2021-01-14 23:55,-88.1012,41.9893,243.48,33.80,32.50,94.92,200.00,8.00,0.00,29.42,null,10.00,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,26.33,K06C 150555Z AUTO 20008KT 10SM OVC005 01/00 A2942 RMK AO2 60004 T00100003 10027 20005 400321010
06C,2021-01-15 00:15,-88.1012,41.9893,243.48,33.80,32.50,94.92,190.00,5.00,0.00,29.41,null,10.00,null,OVC,null,null,null,700.00,null,null,null,null,null,null,null,null,null,null,28.53,K06C 150615Z AUTO 19005KT 10SM OVC007 01/00 A2941 RMK AO2 T00100003
06C,2021-01-15 00:35,-88.1012,41.9893,243.48,34.00,32.90,95.69,190.00,8.00,0.00,29.41,null,10.00,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,26.58,K06C 150635Z AUTO 19008KT 10SM OVC005 01/01 A2941 RMK AO2 T00110005
06C,2021-01-15 00:55,-88.1012,41.9893,243.48,34.00,32.90,95.69,200.00,10.00,0.00,29.41,null,10.00,15.00,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,25.48,K06C 150655Z AUTO 20010G15KT 10SM OVC005 01/01 A2941 RMK AO2 T00110005
06C,2021-01-15 01:15,-88.1012,41.9893,243.48,34.00,32.70,94.92,200.00,10.00,0.00,29.41,null,10.00,14.00,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,25.48,K06C 150715Z AUTO 20010G14KT 10SM OVC005 01/00 A2941 RMK AO2 T00110004
06C,2021-01-15 01:35,-88.1012,41.9893,243.48,34.00,32.40,93.79,200.00,6.00,0.00,29.41,null,10.00,null,OVC,null,null,null,700.00,null,null,null,null,null,null,null,null,null,null,27.94,K06C 150735Z AUTO 20006KT 10SM OVC007 01/00 A2941 RMK AO2 T00110002
06C,2021-01-15 01:55,-88.1012,41.9893,243.48,33.80,32.20,93.78,200.00,6.00,0.00,29.42,null,10.00,null,OVC,null,null,null,700.00,null,null,null,null,null,null,null,null,null,null,27.70,K06C 150755Z AUTO 20006KT 10SM OVC007 01/00 A2942 RMK AO2 T00100001
06C,2021-01-15 02:15,-88.1012,41.9893,243.48,33.80,32.20,93.78,180.00,7.00,0.00,29.42,null,10.00,null,OVC,null,null,null,900.00,null,null,null,null,null,null,null,null,null,null,26.97,K06C 150815Z AUTO 18007KT 10SM OVC009 01/00 A2942 RMK AO2 T00100001
06C,2021-01-15 02:35,-88.1012,41.9893,243.48,33.80,32.00,93.03,180.00,6.00,0.00,29.42,null,10.00,null,OVC,null,null,null,900.00,null,null,null,null,null,null,null,null,null,null,27.70,K06C 150835Z AUTO 18006KT 10SM OVC009 01/00 A2942 RMK AO2 T00100000
06C,2021-01-15 02:55,-88.1012,41.9893,243.48,33.80,32.00,93.03,180.00,7.00,0.00,29.42,null,10.00,null,OVC,null,null,null,900.00,null,null,null,null,null,null,null,null,null,null,26.97,K06C 150855Z AUTO 18007KT 10SM OVC009 01/00 A2942 RMK AO2 T00100000
06C,2021-01-15 03:15,-88.1012,41.9893,243.48,33.80,32.00,93.03,190.00,8.00,0.00,29.41,null,10.00,null,OVC,null,null,null,900.00,null,null,null,null,null,null,null,null,null,null,26.33,K06C 150915Z AUTO 19008KT 10SM OVC009 01/00 A2941 RMK AO2 T00100000
06C,2021-01-15 03:35,-88.1012,41.9893,243.48,33.80,32.00,93.03,180.00,5.00,0.00,29.41,null,10.00,null,OVC,null,null,null,900.00,null,null,null,null,null,null,null,null,null,null,28.53,K06C 150935Z AUTO 18005KT 10SM OVC009 01/00 A2941 RMK AO2 T00100000
06C,2021-01-15 03:55,-88.1012,41.9893,243.48,33.80,32.00,93.03,180.00,7.00,0.00,29.41,null,10.00,null,OVC,null,null,null,900.00,null,null,null,null,null,null,null,null,null,null,26.97,K06C 150955Z AUTO 18007KT 10SM OVC009 01/00 A2941 RMK AO2 T00100000
06C,2021-01-15 04:15,-88.1012,41.9893,243.48,33.80,32.00,93.03,180.00,6.00,0.00,29.40,null,10.00,null,OVC,null,null,null,900.00,null,null,null,null,null,null,null,null,null,null,27.70,K06C 151015Z AUTO 18006KT 10SM OVC009 01/00 A2940 RMK AO2 T00100000
06C,2021-01-15 04:35,-88.1012,41.9893,243.48,33.80,31.60,91.54,190.00,6.00,0.00,29.40,null,10.00,null,OVC,null,null,null,900.00,null,null,null,null,null,null,null,null,null,null,27.70,K06C 151035Z AUTO 19006KT 10SM OVC009 01/00 A2940 RMK AO2 T00101002
06C,2021-01-15 04:55,-88.1012,41.9893,243.48,33.80,31.60,91.54,170.00,6.00,0.00,29.40,null,10.00,null,OVC,null,null,null,900.00,null,null,null,null,null,null,null,null,null,null,27.70,K06C 151055Z AUTO 17006KT 10SM OVC009 01/00 A2940 RMK AO2 T00101002
06C,2021-01-15 05:15,-88.1012,41.9893,243.48,33.60,31.50,91.90,180.00,7.00,0.00,29.40,null,10.00,null,OVC,null,null,null,900.00,null,null,null,null,null,null,null,null,null,null,26.73,K06C 151115Z AUTO 18007KT 10SM OVC009 01/00 A2940 RMK AO2 T00091003
06C,2021-01-15 06:13,-88.1012,41.9893,243.48,33.80,30.20,86.49,180.00,6.00,0.00,29.41,null,10.00,null,BKN,OVC,null,null,900.00,1200.00,null,null,null,null,null,null,null,null,null,27.70,K06C 151213Z AUTO 18006KT 10SM BKN009 OVC012 01/M01 A2941 RMK AO1
06C,2021-01-15 06:40,-88.1012,41.9893,243.48,32.90,31.60,94.90,170.00,5.00,0.00,29.41,null,10.00,null,BKN,OVC,null,null,900.00,1500.00,null,null,null,null,null,null,null,null,null,27.46,K06C 151240Z AUTO 17005KT 10SM BKN009 OVC015 01/00 A2941 RMK AO2 T00051002
06C,2021-01-15 06:55,-88.1012,41.9893,243.48,32.90,31.60,94.90,160.00,5.00,0.00,29.41,null,10.00,null,SCT,BKN,OVC,null,900.00,1600.00,6000.00,null,null,null,null,null,null,null,null,27.46,K06C 151255Z AUTO 16005KT 10SM SCT009 BKN016 OVC060 01/00 A2941 RMK AO2 T00051002
06C,2021-01-15 07:15,-88.1012,41.9893,243.48,32.90,31.60,94.90,150.00,4.00,0.00,29.41,null,10.00,null,SCT,BKN,OVC,null,800.00,1400.00,2900.00,null,null,null,null,null,null,null,null,28.47,K06C 151315Z AUTO 15004KT 10SM SCT008 BKN014 OVC029 01/00 A2941 RMK AO2 T00051002
06C,2021-01-15 07:35,-88.1012,41.9893,243.48,32.90,31.50,94.52,160.00,6.00,0.00,29.41,null,7.00,null,BKN,BKN,OVC,null,800.00,1300.00,2600.00,null,null,null,null,null,null,null,null,26.61,K06C 151335Z AUTO 16006KT 7SM BKN008 BKN013 OVC026 01/00 A2941 RMK AO2 T00051003
06C,2021-01-15 07:55,-88.1012,41.9893,243.48,32.90,31.10,93.00,150.00,6.00,0.00,29.42,null,10.00,null,SCT,BKN,OVC,null,1000.00,1800.00,6000.00,null,null,null,null,null,null,null,null,26.61,K06C 151355Z AUTO 15006KT 10SM SCT010 BKN018 OVC060 01/00 A2942 RMK AO2 T00051005
06C,2021-01-15 08:15,-88.1012,41.9893,243.48,32.90,31.10,93.00,150.00,7.00,0.00,29.43,null,10.00,null,SCT,BKN,OVC,null,800.00,2300.00,6000.00,null,null,null,null,null,null,null,null,25.88,K06C 151415Z AUTO 15007KT 10SM SCT008 BKN023 OVC060 01/00 A2943 RMK AO2 T00051005
06C,2021-01-15 08:35,-88.1012,41.9893,243.48,32.90,31.10,93.00,130.00,5.00,0.00,29.43,null,7.00,null,BKN,BKN,OVC,null,800.00,1800.00,2500.00,null,null,null,null,null,null,null,null,27.46,K06C 151435Z AUTO 13005KT 7SM BKN008 BKN018 OVC025 01/00 A2943 RMK AO2 T00051005
06C,2021-01-15 08:55,-88.1012,41.9893,243.48,32.90,31.10,93.00,140.00,7.00,0.00,29.44,null,1.50,null,OVC,null,null,null,800.00,null,null,null,null,null,null,null,null,null,null,25.88,K06C 151455Z AUTO 14007KT 1 1/2SM OVC008 01/00 A2944 RMK AO2 T00051005
06C,2021-01-15 09:15,-88.1012,41.9893,243.48,32.50,31.10,94.51,130.00,3.00,0.01,29.44,null,10.00,null,SCT,OVC,null,null,700.00,1300.00,null,null,null,null,null,null,null,null,null,29.26,K06C 151515Z AUTO 13003KT 10SM SCT007 OVC013 00/00 A2944 RMK AO2 P0001 T00031005
06C,2021-01-15 09:35,-88.1012,41.9893,243.48,33.30,32.00,94.91,0.00,0.00,0.01,29.44,null,10.00,null,BKN,OVC,null,null,1300.00,2000.00,null,null,null,null,null,null,null,null,null,null,K06C 151535Z AUTO 00000KT 10SM BKN013 OVC020 01/00 A2944 RMK AO2 P0001 T00070000
06C,2021-01-15 09:55,-88.1012,41.9893,243.48,33.80,31.30,90.44,130.00,5.00,0.01,29.44,null,10.00,null,BKN,OVC,null,null,1300.00,1900.00,null,null,null,null,null,null,null,null,null,28.53,K06C 151555Z AUTO 13005KT 10SM BKN013 OVC019 01/00 A2944 RMK AO2 P0001 T00101004
06C,2021-01-15 10:15,-88.1012,41.9893,243.48,33.80,31.10,89.71,150.00,4.00,0.00,29.44,null,10.00,null,BKN,OVC,null,null,1300.00,1900.00,null,null,null,null,null,null,null,null,null,29.52,K06C 151615Z AUTO 15004KT 10SM BKN013 OVC019 01/00 A2944 RMK AO2 T00101005
06C,2021-01-15 10:35,-88.1012,41.9893,243.48,33.60,31.30,91.16,0.00,0.00,0.01,29.44,null,7.00,null,BKN,OVC,null,null,1000.00,1700.00,null,null,null,null,null,null,null,null,null,null,K06C 151635Z AUTO 00000KT 7SM BKN010 OVC017 01/00 A2944 RMK AO2 P0001 T00091004
06C,2021-01-15 10:55,-88.1012,41.9893,243.48,33.80,31.10,89.71,0.00,0.00,0.01,29.44,null,10.00,null,SCT,BKN,OVC,null,900.00,1900.00,4100.00,null,null,null,null,null,null,null,null,null,K06C 151655Z AUTO 00000KT 10SM SCT009 BKN019 OVC041 01/00 A2944 RMK AO2 P0001 T00101005
06C,2021-01-15 11:15,-88.1012,41.9893,243.48,33.80,30.90,88.98,0.00,0.00,0.00,29.44,null,10.00,null,SCT,BKN,OVC,null,1100.00,1900.00,3400.00,null,null,null,null,null,null,null,null,null,K06C 151715Z AUTO 00000KT 10SM SCT011 BKN019 OVC034 01/M01 A2944 RMK AO2 T00101006
06C,2021-01-15 11:35,-88.1012,41.9893,243.48,33.30,30.20,88.24,0.00,0.00,0.00,29.44,null,1.75,null,BKN,BKN,OVC,null,1100.00,1900.00,2800.00,null,null,null,null,null,null,null,null,null,K06C 151735Z AUTO 00000KT 1 3/4SM BKN011 BKN019 OVC028 01/M01 A2944 RMK AO2 VIS 3/4V5 T00071010
06C,2021-01-15 11:55,-88.1012,41.9893,243.48,33.40,31.10,91.15,0.00,0.00,0.00,29.45,null,10.00,null,SCT,BKN,OVC,null,900.00,3700.00,4900.00,null,null,null,null,null,null,null,null,null,K06C 151755Z AUTO 00000KT 10SM SCT009 BKN037 OVC049 01/00 A2945 RMK AO2 60002 T00081005 10012 20003
06C,2021-01-15 12:15,-88.1012,41.9893,243.48,34.00,30.90,88.27,0.00,0.00,0.00,29.45,null,10.00,null,SCT,BKN,OVC,null,900.00,4900.00,7500.00,null,null,null,null,null,null,null,null,null,K06C 151815Z AUTO 00000KT 10SM SCT009 BKN049 OVC075 01/M01 A2945 RMK AO2 T00111006
06C,2021-01-15 12:35,-88.1012,41.9893,243.48,34.30,30.90,87.22,0.00,0.00,0.00,29.45,null,10.00,null,BKN,BKN,OVC,null,1300.00,3200.00,7500.00,null,null,null,null,null,null,null,null,null,K06C 151835Z AUTO 00000KT 10SM BKN013 BKN032 OVC075 01/M01 A2945 RMK AO2 T00131006
06C,2021-01-15 12:55,-88.1012,41.9893,243.48,34.00,30.70,87.56,0.00,0.00,0.00,29.46,null,10.00,null,BKN,BKN,OVC,null,1100.00,2400.00,3900.00,null,null,null,null,null,null,null,null,null,K06C 151855Z AUTO 00000KT 10SM BKN011 BKN024 OVC039 01/M01 A2946 RMK AO2 T00111007
06C,2021-01-15 13:15,-88.1012,41.9893,243.48,35.20,31.10,84.84,0.00,0.00,0.00,29.46,null,10.00,null,SCT,BKN,OVC,null,1500.00,2800.00,7000.00,null,null,null,null,null,null,null,null,null,K06C 151915Z AUTO 00000KT 10SM SCT015 BKN028 OVC070 02/00 A2946 RMK AO2 T00181005
06C,2021-01-15 13:35,-88.1012,41.9893,243.48,35.60,30.40,81.16,0.00,0.00,0.00,29.46,null,10.00,null,SCT,SCT,OVC,null,1700.00,4000.00,7000.00,null,null,null,null,null,null,null,null,null,K06C 151935Z AUTO 00000KT 10SM SCT017 SCT040 OVC070 02/M01 A2946 RMK AO2 T00201009
06C,2021-01-15 13:55,-88.1012,41.9893,243.48,35.60,28.00,73.59,0.00,0.00,0.00,29.47,null,10.00,null,BKN,OVC,null,null,1700.00,7000.00,null,null,null,null,null,null,null,null,null,null,K06C 151955Z AUTO 00000KT 10SM BKN017 OVC070 02/M02 A2947 RMK AO2 T00201022
06C,2021-01-15 14:15,-88.1012,41.9893,243.48,35.60,28.40,74.80,0.00,0.00,0.00,29.48,null,10.00,null,SCT,OVC,null,null,1900.00,7000.00,null,null,null,null,null,null,null,null,null,null,K06C 152015Z AUTO 00000KT 10SM SCT019 OVC070 02/M02 A2948 RMK AO2 T00201020
06C,2021-01-15 14:35,-88.1012,41.9893,243.48,35.60,28.00,73.59,0.00,0.00,0.00,29.49,null,10.00,null,OVC,null,null,null,7000.00,null,null,null,null,null,null,null,null,null,null,null,K06C 152035Z AUTO 00000KT 10SM OVC070 02/M02 A2949 RMK AO2 T00201022
06C,2021-01-15 14:55,-88.1012,41.9893,243.48,35.20,27.50,73.24,0.00,0.00,0.00,29.49,null,10.00,null,SCT,OVC,null,null,4000.00,8000.00,null,null,null,null,null,null,null,null,null,null,K06C 152055Z AUTO 00000KT 10SM SCT040 OVC080 02/M02 A2949 RMK AO2 T00181025
06C,2021-01-15 15:15,-88.1012,41.9893,243.48,35.40,27.50,72.66,0.00,0.00,0.00,29.50,null,10.00,null,SCT,BKN,null,null,4000.00,8000.00,null,null,null,null,null,null,null,null,null,null,K06C 152115Z AUTO 00000KT 10SM SCT040 BKN080 02/M02 A2950 RMK AO2 T00191025
06C,2021-01-15 15:35,-88.1012,41.9893,243.48,35.20,27.50,73.24,0.00,0.00,0.00,29.51,null,10.00,null,SCT,null,null,null,8000.00,null,null,null,null,null,null,null,null,null,null,null,K06C 152135Z AUTO 00000KT 10SM SCT080 02/M02 A2951 RMK AO2 T00181025
06C,2021-01-15 15:55,-88.1012,41.9893,243.48,34.70,28.00,76.27,0.00,0.00,0.00,29.51,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 152155Z AUTO 00000KT 10SM CLR 02/M02 A2951 RMK AO2 T00151022
06C,2021-01-15 16:15,-88.1012,41.9893,243.48,35.60,27.70,72.69,0.00,0.00,0.00,29.52,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 152215Z AUTO 00000KT 10SM CLR 02/M02 A2952 RMK AO2 T00201024
06C,2021-01-15 16:35,-88.1012,41.9893,243.48,34.70,27.50,74.72,0.00,0.00,0.00,29.54,null,10.00,null,SCT,null,null,null,2600.00,null,null,null,null,null,null,null,null,null,null,null,K06C 152235Z AUTO 00000KT 10SM SCT026 02/M02 A2954 RMK AO2 T00151025
06C,2021-01-15 16:55,-88.1012,41.9893,243.48,34.70,28.20,76.90,0.00,0.00,0.00,29.54,null,10.00,null,OVC,null,null,null,2600.00,null,null,null,null,null,null,null,null,null,null,null,K06C 152255Z AUTO 00000KT 10SM OVC026 02/M02 A2954 RMK AO2 T00151021
06C,2021-01-15 17:15,-88.1012,41.9893,243.48,34.50,29.80,82.75,0.00,0.00,0.00,29.55,null,10.00,null,OVC,null,null,null,2200.00,null,null,null,null,null,null,null,null,null,null,null,K06C 152315Z AUTO 00000KT 10SM OVC022 01/M01 A2955 RMK AO2 T00141012
06C,2021-01-15 17:35,-88.1012,41.9893,243.48,33.80,30.20,86.49,0.00,0.00,0.00,29.56,null,10.00,null,BKN,OVC,null,null,2000.00,2700.00,null,null,null,null,null,null,null,null,null,null,K06C 152335Z AUTO 00000KT 10SM BKN020 OVC027 01/M01 A2956 RMK AO2 T00101010
06C,2021-01-15 17:55,-88.1012,41.9893,243.48,33.30,30.20,88.24,0.00,0.00,0.00,29.56,null,10.00,null,SCT,BKN,OVC,null,2300.00,3000.00,4500.00,null,null,null,null,null,null,null,null,null,K06C 152355Z AUTO 00000KT 10SM SCT023 BKN030 OVC045 01/M01 A2956 RMK AO2 T00071010 10021 20007
06C,2021-01-15 18:15,-88.1012,41.9893,243.48,32.90,30.20,89.67,0.00,0.00,0.00,29.58,null,10.00,null,SCT,OVC,null,null,3000.00,4300.00,null,null,null,null,null,null,null,null,null,null,K06C 160015Z AUTO 00000KT 10SM SCT030 OVC043 01/M01 A2958 RMK AO2 T00051010
06C,2021-01-15 18:35,-88.1012,41.9893,243.48,32.90,30.20,89.67,0.00,0.00,0.00,29.58,null,10.00,null,BKN,OVC,null,null,3000.00,4100.00,null,null,null,null,null,null,null,null,null,null,K06C 160035Z AUTO 00000KT 10SM BKN030 OVC041 01/M01 A2958 RMK AO2 T00051010
06C,2021-01-15 18:55,-88.1012,41.9893,243.48,32.00,29.80,91.47,0.00,0.00,0.00,29.58,null,10.00,null,OVC,null,null,null,2800.00,null,null,null,null,null,null,null,null,null,null,null,K06C 160055Z AUTO 00000KT 10SM OVC028 00/M01 A2958 RMK AO2 T00001012
06C,2021-01-15 19:15,-88.1012,41.9893,243.48,32.50,30.60,92.61,0.00,0.00,0.00,29.58,null,10.00,null,OVC,null,null,null,2600.00,null,null,null,null,null,null,null,null,null,null,null,K06C 160115Z AUTO 00000KT 10SM OVC026 00/M01 A2958 RMK AO2 T00031008
