station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
06C,2021-07-20 12:15,-88.1012,41.9893,243.48,83.10,65.70,55.80,270.00,5.00,0.00,30.07,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,85.15,K06C 201715Z AUTO 27005KT 10SM CLR 28/19 A3007 RMK AO2 T02840187
06C,2021-07-20 12:35,-88.1012,41.9893,243.48,83.70,65.10,53.60,320.00,5.00,0.00,30.07,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,85.51,K06C 201735Z AUTO 32005KT 10SM CLR 29/18 A3007 RMK AO2 T02870184
06C,2021-07-20 12:55,-88.1012,41.9893,243.48,83.80,65.10,53.43,310.00,4.00,0.00,30.07,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,85.61,K06C 201755Z AUTO 31004KT 10SM CLR 29/18 A3007 RMK AO2 T02880184 10291 20192
06C,2021-07-20 13:15,-88.1012,41.9893,243.48,84.00,65.50,53.83,0.00,0.00,0.00,30.06,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,85.98,K06C 201815Z AUTO 00000KT 10SM CLR 29/19 A3006 RMK AO2 T02890186
06C,2021-07-20 13:35,-88.1012,41.9893,243.48,82.90,65.30,55.39,300.00,7.00,0.00,30.06,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,84.79,K06C 201835Z AUTO 30007KT 250V330 10SM CLR 28/19 A3006 RMK AO2 T02830185
06C,2021-07-20 13:55,-88.1012,41.9893,243.48,84.90,66.60,54.33,320.00,4.00,0.00,30.05,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,87.43,K06C 201855Z AUTO 32004KT 10SM CLR 29/19 A3005 RMK AO2 T02940192
06C,2021-07-20 14:15,-88.1012,41.9893,243.48,84.20,65.70,53.86,300.00,3.00,0.00,30.05,null,10.00,null,BKN,BKN,null,null,4700.00,5500.00,null,null,null,null,null,null,null,null,null,86.27,K06C 201915Z AUTO 30003KT 10SM BKN047 BKN055 29/19 A3005 RMK AO2 T02900187
06C,2021-07-20 14:35,-88.1012,41.9893,243.48,85.60,66.90,53.68,300.00,5.00,0.00,30.04,null,10.00,null,BKN,BKN,null,null,4700.00,5500.00,null,null,null,null,null,null,null,null,null,88.34,K06C 201935Z AUTO 30005KT 10SM BKN047 BKN055 30/19 A3004 RMK AO2 T02980194
06C,2021-07-20 14:55,-88.1012,41.9893,243.48,86.70,65.80,49.88,310.00,3.00,0.00,30.04,null,10.00,null,BKN,null,null,null,4900.00,null,null,null,null,null,null,null,null,null,null,88.91,K06C 201955Z AUTO 31003KT 10SM BKN049 30/19 A3004 RMK AO2 T03040188
06C,2021-07-20 15:15,-88.1012,41.9893,243.48,87.40,66.00,49.13,310.00,6.00,0.00,30.03,null,10.00,14.00,BKN,BKN,null,null,4900.00,5500.00,null,null,null,null,null,null,null,null,null,89.76,K06C 202015Z AUTO 31006G14KT 10SM BKN049 BKN055 31/19 A3003 RMK AO2 T03080189
06C,2021-07-20 15:35,-88.1012,41.9893,243.48,87.30,65.50,48.43,320.00,5.00,0.00,30.03,null,10.00,null,SCT,null,null,null,4900.00,null,null,null,null,null,null,null,null,null,null,89.38,K06C 202035Z AUTO 32005KT 10SM SCT049 31/19 A3003 RMK AO2 T03070186
06C,2021-07-20 15:55,-88.1012,41.9893,243.48,87.10,66.60,50.64,340.00,5.00,0.00,30.03,null,10.00,null,SCT,null,null,null,4900.00,null,null,null,null,null,null,null,null,null,null,89.78,K06C 202055Z AUTO 34005KT 10SM SCT049 31/19 A3003 RMK AO2 T03060192
06C,2021-07-20 16:15,-88.1012,41.9893,243.48,86.90,66.40,50.61,330.00,8.00,0.00,30.02,null,10.00,null,SCT,null,null,null,4900.00,null,null,null,null,null,null,null,null,null,null,89.45,K06C 202115Z AUTO 33008KT 10SM SCT049 31/19 A3002 RMK AO2 T03050191
06C,2021-07-20 16:35,-88.1012,41.9893,243.48,86.70,66.00,50.23,320.00,5.00,0.00,30.03,null,10.00,null,BKN,null,null,null,4900.00,null,null,null,null,null,null,null,null,null,null,89.02,K06C 202135Z AUTO 32005KT 10SM BKN049 30/19 A3003 RMK AO2 T03040189
06C,2021-07-20 16:55,-88.1012,41.9893,243.48,83.50,66.20,56.05,0.00,0.00,0.00,30.03,null,10.00,null,OVC,null,null,null,4900.00,null,null,null,null,null,null,null,null,null,null,85.77,K06C 202155Z AUTO 00000KT 10SM OVC049 29/19 A3003 RMK AO2 T02860190
06C,2021-07-20 17:15,-88.1012,41.9893,243.48,82.40,65.70,57.08,70.00,4.00,0.00,30.03,null,10.00,null,BKN,OVC,null,null,4900.00,5500.00,null,null,null,null,null,null,null,null,null,84.44,K06C 202215Z AUTO 07004KT 10SM BKN049 OVC055 28/19 A3003 RMK AO2 T02800187
06C,2021-07-20 17:35,-88.1012,41.9893,243.48,81.90,65.80,58.22,0.00,0.00,0.00,30.04,null,10.00,null,BKN,BKN,null,null,4900.00,5500.00,null,null,null,null,null,null,null,null,null,83.97,K06C 202235Z AUTO 00000KT 10SM BKN049 BKN055 28/19 A3004 RMK AO2 T02770188
06C,2021-07-20 17:55,-88.1012,41.9893,243.48,80.20,66.20,62.40,40.00,9.00,0.00,30.05,null,10.00,15.00,SCT,BKN,null,null,4900.00,5500.00,null,null,null,null,null,null,null,null,null,82.33,K06C 202255Z AUTO 04009G15KT 10SM SCT049 BKN055 27/19 A3005 RMK AO2 T02680190
06C,2021-07-20 18:15,-88.1012,41.9893,243.48,77.70,66.60,68.69,60.00,7.00,0.00,30.05,null,10.00,null,SCT,null,null,null,5000.00,null,null,null,null,null,null,null,null,null,null,null,K06C 202315Z AUTO 06007KT 030V110 10SM SCT050 25/19 A3005 RMK AO2 T02540192
06C,2021-07-20 18:35,-88.1012,41.9893,243.48,76.50,66.40,70.98,0.00,0.00,0.00,30.06,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 202335Z AUTO 00000KT 10SM CLR 25/19 A3006 RMK AO2 T02470191
06C,2021-07-20 18:55,-88.1012,41.9893,243.48,75.40,66.00,72.62,0.00,0.00,0.00,30.06,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 202355Z AUTO 00000KT 10SM CLR 24/19 A3006 RMK AO2 T02410189 10311 20241
06C,2021-07-20 19:15,-88.1012,41.9893,243.48,74.50,65.10,72.53,0.00,0.00,0.00,30.06,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 210015Z AUTO 00000KT 10SM CLR 24/18 A3006 RMK AO2 T02360184
06C,2021-07-20 19:35,-88.1012,41.9893,243.48,73.60,64.60,73.46,0.00,0.00,0.00,30.06,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 210035Z AUTO 00000KT 10SM CLR 23/18 A3006 RMK AO2 T02310181
06C,2021-07-20 19:55,-88.1012,41.9893,243.48,73.00,63.90,73.15,0.00,0.00,0.00,30.06,null,10.00,null,SCT,null,null,null,5000.00,null,null,null,null,null,null,null,null,null,null,null,K06C 210055Z AUTO 00000KT 10SM SCT050 23/18 A3006 RMK AO2 T02280177
06C,2021-07-20 20:15,-88.1012,41.9893,243.48,72.50,64.00,74.65,0.00,0.00,0.00,30.06,null,10.00,null,BKN,OVC,null,null,4800.00,5000.00,null,null,null,null,null,null,null,null,null,null,K06C 210115Z AUTO 00000KT 10SM BKN048 OVC050 23/18 A3006 RMK AO2 T02250178
06C,2021-07-20 20:35,-88.1012,41.9893,243.48,71.80,63.70,75.64,0.00,0.00,0.00,30.06,null,10.00,null,OVC,null,null,null,4600.00,null,null,null,null,null,null,null,null,null,null,null,K06C 210135Z AUTO 00000KT 10SM OVC046 22/18 A3006 RMK AO2 T02210176
06C,2021-07-20 20:55,-88.1012,41.9893,243.48,70.90,63.30,76.90,0.00,0.00,0.00,30.08,null,10.00,null,OVC,null,null,null,4400.00,null,null,null,null,null,null,null,null,null,null,null,K06C 210155Z AUTO 00000KT 10SM OVC044 22/17 A3008 RMK AO2 T02160174
06C,2021-07-20 21:15,-88.1012,41.9893,243.48,70.00,62.60,77.37,0.00,0.00,0.00,30.08,null,10.00,null,BKN,null,null,null,4400.00,null,null,null,null,null,null,null,null,null,null,null,K06C 210215Z AUTO 00000KT 10SM BKN044 21/17 A3008 RMK AO2 T02110170
06C,2021-07-20 21:35,-88.1012,41.9893,243.48,69.40,62.10,77.59,0.00,0.00,0.00,30.09,null,10.00,null,BKN,null,null,null,4800.00,null,null,null,null,null,null,null,null,null,null,null,K06C 210235Z AUTO 00000KT 10SM BKN048 21/17 A3009 RMK AO2 T02080167
06C,2021-07-20 21:55,-88.1012,41.9893,243.48,69.10,61.70,77.29,0.00,0.00,0.00,30.09,null,7.00,null,SCT,null,null,null,4800.00,null,null,null,null,null,null,null,null,null,null,null,K06C 210255Z AUTO 00000KT 7SM SCT048 21/17 A3009 RMK AO2 T02060165
06C,2021-07-20 22:15,-88.1012,41.9893,243.48,68.50,61.50,78.34,0.00,0.00,0.00,30.09,null,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 210315Z AUTO 00000KT 7SM CLR 20/16 A3009 RMK AO2 T02030164
06C,2021-07-20 22:35,-88.1012,41.9893,243.48,68.20,62.10,80.85,0.00,0.00,0.00,30.09,null,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 210335Z AUTO 00000KT 7SM CLR 20/17 A3009 RMK AO2 T02010167
06C,2021-07-20 22:55,-88.1012,41.9893,243.48,67.80,62.20,82.26,0.00,0.00,0.00,30.10,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 210355Z AUTO 00000KT 10SM CLR 20/17 A3010 RMK AO2 T01990168
06C,2021-07-20 23:15,-88.1012,41.9893,243.48,67.50,62.20,83.12,0.00,0.00,0.00,30.10,null,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 210415Z AUTO 00000KT 7SM CLR 20/17 A3010 RMK AO2 T01970168
06C,2021-07-20 23:35,-88.1012,41.9893,243.48,67.30,62.20,83.69,0.00,0.00,0.00,30.09,null,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 210435Z AUTO 00000KT 7SM CLR 20/17 A3009 RMK AO2 T01960168
06C,2021-07-20 23:55,-88.1012,41.9893,243.48,67.10,62.10,83.98,0.00,0.00,0.00,30.09,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 210455Z AUTO 00000KT 10SM CLR 20/17 A3009 RMK AO2 T01950167
06C,2021-07-21 00:15,-88.1012,41.9893,243.48,66.70,61.90,84.55,0.00,0.00,0.00,30.09,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 210515Z AUTO 00000KT 10SM CLR 19/17 A3009 RMK AO2 T01930166
06C,2021-07-21 00:35,-88.1012,41.9893,243.48,66.60,61.90,84.84,0.00,0.00,0.00,30.09,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 210535Z AUTO 00000KT 10SM CLR 19/17 A3009 RMK AO2 T01920166
06C,2021-07-21 00:55,-88.1012,41.9893,243.48,66.40,61.70,84.83,0.00,0.00,0.00,30.09,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 210555Z AUTO 00000KT 10SM CLR 19/17 A3009 RMK AO2 T01910165 10240 20191 403110171
06C,2021-07-21 01:15,-88.1012,41.9893,243.48,66.20,61.30,84.22,0.00,0.00,0.00,30.09,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 210615Z AUTO 00000KT 10SM CLR 19/16 A3009 RMK AO2 T01900163
06C,2021-07-21 01:35,-88.1012,41.9893,243.48,66.20,61.20,83.92,0.00,0.00,0.00,30.09,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 210635Z AUTO 00000KT 10SM CLR 19/16 A3009 RMK AO2 T01900162
06C,2021-07-21 01:55,-88.1012,41.9893,243.48,66.20,61.20,83.92,0.00,0.00,0.00,30.09,null,10.00,null,BKN,null,null,null,3500.00,null,null,null,null,null,null,null,null,null,null,null,K06C 210655Z AUTO 00000KT 10SM BKN035 19/16 A3009 RMK AO2 T01900162
06C,2021-07-21 02:15,-88.1012,41.9893,243.48,66.20,61.30,84.22,0.00,0.00,0.00,30.09,null,10.00,null,SCT,BKN,null,null,1200.00,3700.00,null,null,null,null,null,null,null,null,null,null,K06C 210715Z AUTO 00000KT 10SM SCT012 BKN037 19/16 A3009 RMK AO2 T01900163
06C,2021-07-21 02:35,-88.1012,41.9893,243.48,65.80,61.30,85.40,0.00,0.00,0.00,30.09,null,10.00,null,SCT,SCT,OVC,null,1200.00,3600.00,4600.00,null,null,null,null,null,null,null,null,null,K06C 210735Z AUTO 00000KT 10SM SCT012 SCT036 OVC046 19/16 A3009 RMK AO2 T01880163
06C,2021-07-21 02:55,-88.1012,41.9893,243.48,65.80,61.70,86.61,0.00,0.00,0.00,30.09,null,10.00,null,BKN,BKN,OVC,null,1200.00,3500.00,5000.00,null,null,null,null,null,null,null,null,null,K06C 210755Z AUTO 00000KT 10SM BKN012 BKN035 OVC050 19/17 A3009 RMK AO2 T01880165
06C,2021-07-21 03:15,-88.1012,41.9893,243.48,65.70,61.30,85.69,0.00,0.00,0.00,30.09,null,10.00,null,BKN,BKN,OVC,null,1200.00,3300.00,3900.00,null,null,null,null,null,null,null,null,null,K06C 210815Z AUTO 00000KT 10SM BKN012 BKN033 OVC039 19/16 A3009 RMK AO2 T01870163
06C,2021-07-21 03:35,-88.1012,41.9893,243.48,65.50,61.20,85.99,0.00,0.00,0.00,30.09,null,10.00,null,BKN,BKN,BKN,null,1200.00,3500.00,4000.00,null,null,null,null,null,null,null,null,null,K06C 210835Z AUTO 00000KT 10SM BKN012 BKN035 BKN040 19/16 A3009 RMK AO2 T01860162
06C,2021-07-21 03:55,-88.1012,41.9893,243.48,65.30,60.80,85.37,0.00,0.00,0.00,30.10,null,10.00,null,SCT,SCT,null,null,1200.00,3700.00,null,null,null,null,null,null,null,null,null,null,K06C 210855Z AUTO 00000KT 10SM SCT012 SCT037 19/16 A3010 RMK AO2 T01850160
06C,2021-07-21 04:15,-88.1012,41.9893,243.48,65.10,60.60,85.36,0.00,0.00,0.00,30.10,null,10.00,null,SCT,SCT,SCT,null,1200.00,4100.00,4700.00,null,null,null,null,null,null,null,null,null,K06C 210915Z AUTO 00000KT 10SM SCT012 SCT041 SCT047 18/16 A3010 RMK AO2 T01840159
06C,2021-07-21 04:35,-88.1012,41.9893,243.48,64.90,60.30,85.04,0.00,0.00,0.00,30.10,null,10.00,null,SCT,SCT,BKN,null,1200.00,3300.00,4100.00,null,null,null,null,null,null,null,null,null,K06C 210935Z AUTO 00000KT 10SM SCT012 SCT033 BKN041 18/16 A3010 RMK AO2 T01830157
06C,2021-07-21 04:55,-88.1012,41.9893,243.48,65.30,60.30,83.86,0.00,0.00,0.00,30.11,null,10.00,null,SCT,SCT,BKN,null,1200.00,2100.00,3200.00,null,null,null,null,null,null,null,null,null,K06C 210955Z AUTO 00000KT 10SM SCT012 SCT021 BKN032 19/16 A3011 RMK AO2 T01850157
06C,2021-07-21 05:15,-88.1012,41.9893,243.48,65.30,60.10,83.27,0.00,0.00,0.00,30.11,null,10.00,null,OVC,null,null,null,3200.00,null,null,null,null,null,null,null,null,null,null,null,K06C 211015Z AUTO 00000KT 10SM OVC032 19/16 A3011 RMK AO2 T01850156
06C,2021-07-21 05:35,-88.1012,41.9893,243.48,64.90,59.90,83.84,0.00,0.00,0.00,30.12,null,10.00,null,BKN,OVC,null,null,3200.00,3800.00,null,null,null,null,null,null,null,null,null,null,K06C 211035Z AUTO 00000KT 10SM BKN032 OVC038 18/16 A3012 RMK AO2 T01830155
06C,2021-07-21 05:55,-88.1012,41.9893,243.48,64.90,59.90,83.84,0.00,0.00,0.00,30.12,null,10.00,null,OVC,null,null,null,3200.00,null,null,null,null,null,null,null,null,null,null,null,K06C 211055Z AUTO 00000KT 10SM OVC032 18/16 A3012 RMK AO2 T01830155
06C,2021-07-21 06:15,-88.1012,41.9893,243.48,64.90,59.90,83.84,0.00,0.00,0.00,30.12,null,10.00,null,OVC,null,null,null,3200.00,null,null,null,null,null,null,null,null,null,null,null,K06C 211115Z AUTO 00000KT 10SM OVC032 18/16 A3012 RMK AO2 T01830155
06C,2021-07-21 06:35,-88.1012,41.9893,243.48,65.30,59.90,82.68,0.00,0.00,0.00,30.13,null,10.00,null,BKN,OVC,null,null,3300.00,3900.00,null,null,null,null,null,null,null,null,null,null,K06C 211135Z AUTO 00000KT 10SM BKN033 OVC039 19/16 A3013 RMK AO2 T01850155
06C,2021-07-21 06:55,-88.1012,41.9893,243.48,65.30,59.90,82.68,0.00,0.00,0.00,30.14,null,10.00,null,SCT,BKN,OVC,null,1300.00,3300.00,3900.00,null,null,null,null,null,null,null,null,null,K06C 211155Z AUTO 00000KT 10SM SCT013 BKN033 OVC039 19/16 A3014 RMK AO2 T01850155 10191 20182
06C,2021-07-21 07:15,-88.1012,41.9893,243.48,65.50,59.90,82.10,0.00,0.00,0.00,30.14,null,10.00,null,SCT,SCT,OVC,null,1300.00,3100.00,4100.00,null,null,null,null,null,null,null,null,null,K06C 211215Z AUTO 00000KT 10SM SCT013 SCT031 OVC041 19/16 A3014 RMK AO2 T01860155
06C,2021-07-21 07:35,-88.1012,41.9893,243.48,65.80,60.10,81.83,0.00,0.00,0.00,30.15,null,10.00,null,OVC,null,null,null,4100.00,null,null,null,null,null,null,null,null,null,null,null,K06C 211235Z AUTO 00000KT 10SM OVC041 19/16 A3015 RMK AO2 T01880156
06C,2021-07-21 07:55,-88.1012,41.9893,243.48,66.40,60.40,81.01,0.00,0.00,0.00,30.15,null,10.00,null,BKN,OVC,null,null,3500.00,4100.00,null,null,null,null,null,null,null,null,null,null,K06C 211255Z AUTO 00000KT 10SM BKN035 OVC041 19/16 A3015 RMK AO2 T01910158
06C,2021-07-21 08:15,-88.1012,41.9893,243.48,66.40,60.30,80.72,0.00,0.00,0.00,30.15,null,10.00,null,OVC,null,null,null,3300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 211315Z AUTO 00000KT 10SM OVC033 19/16 A3015 RMK AO2 T01910157
06C,2021-07-21 08:35,-88.1012,41.9893,243.48,67.80,60.80,78.29,0.00,0.00,0.00,30.16,null,10.00,null,OVC,null,null,null,3300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 211335Z AUTO 00000KT 10SM OVC033 20/16 A3016 RMK AO2 T01990160
06C,2021-07-21 08:55,-88.1012,41.9893,243.48,68.00,60.80,77.75,0.00,0.00,0.00,30.16,null,10.00,null,OVC,null,null,null,3300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 211355Z AUTO 00000KT 10SM OVC033 20/16 A3016 RMK AO2 T02000160
06C,2021-07-21 09:15,-88.1012,41.9893,243.48,68.40,60.40,75.60,100.00,5.00,0.00,30.16,null,10.00,null,OVC,null,null,null,3300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 211415Z AUTO 10005KT 10SM OVC033 20/16 A3016 RMK AO2 T02020158
06C,2021-07-21 09:35,-88.1012,41.9893,243.48,69.60,61.00,74.12,90.00,4.00,0.00,30.16,null,10.00,null,BKN,BKN,null,null,3300.00,6000.00,null,null,null,null,null,null,null,null,null,null,K06C 211435Z AUTO 09004KT 10SM BKN033 BKN060 21/16 A3016 RMK AO2 T02090161
06C,2021-07-21 09:55,-88.1012,41.9893,243.48,68.90,61.00,75.92,80.00,3.00,0.00,30.17,null,10.00,null,SCT,BKN,null,null,1700.00,3300.00,null,null,null,null,null,null,null,null,null,null,K06C 211455Z AUTO 08003KT 10SM SCT017 BKN033 21/16 A3017 RMK AO2 T02050161
06C,2021-07-21 10:15,-88.1012,41.9893,243.48,68.90,61.00,75.92,0.00,0.00,0.00,30.17,null,10.00,null,BKN,OVC,null,null,1700.00,3100.00,null,null,null,null,null,null,null,null,null,null,K06C 211515Z AUTO 00000KT 10SM BKN017 OVC031 21/16 A3017 RMK AO2 T02050161
06C,2021-07-21 10:35,-88.1012,41.9893,243.48,69.80,61.30,74.40,0.00,0.00,0.00,30.17,null,10.00,null,BKN,OVC,null,null,1700.00,3100.00,null,null,null,null,null,null,null,null,null,null,K06C 211535Z AUTO 00000KT 10SM BKN017 OVC031 21/16 A3017 RMK AO2 T02100163
06C,2021-07-21 10:55,-88.1012,41.9893,243.48,70.00,61.50,74.42,0.00,0.00,0.00,30.18,null,10.00,null,BKN,OVC,null,null,1700.00,3100.00,null,null,null,null,null,null,null,null,null,null,K06C 211555Z AUTO 00000KT 10SM BKN017 OVC031 21/16 A3018 RMK AO2 T02110164
06C,2021-07-21 11:15,-88.1012,41.9893,243.48,70.00,61.90,75.48,0.00,0.00,0.00,30.17,null,10.00,null,SCT,OVC,null,null,1700.00,3100.00,null,null,null,null,null,null,null,null,null,null,K06C 211615Z AUTO 00000KT 10SM SCT017 OVC031 21/17 A3017 RMK AO2 T02110166
06C,2021-07-21 11:35,-88.1012,41.9893,243.48,70.90,62.40,74.50,0.00,0.00,0.00,30.17,null,10.00,null,BKN,OVC,null,null,1700.00,3300.00,null,null,null,null,null,null,null,null,null,null,K06C 211635Z AUTO 00000KT 10SM BKN017 OVC033 22/17 A3017 RMK AO2 T02160169
06C,2021-07-21 11:55,-88.1012,41.9893,243.48,70.50,61.50,73.16,0.00,0.00,0.00,30.18,null,10.00,null,BKN,BKN,OVC,null,1700.00,3300.00,10000.00,null,null,null,null,null,null,null,null,null,K06C 211655Z AUTO 00000KT 10SM BKN017 BKN033 OVC100 21/16 A3018 RMK AO2 T02140164
06C,2021-07-21 12:15,-88.1012,41.9893,243.48,70.70,61.90,73.70,0.00,0.00,0.00,30.17,null,10.00,null,BKN,OVC,null,null,1900.00,3100.00,null,null,null,null,null,null,null,null,null,null,K06C 211715Z AUTO 00000KT 10SM BKN019 OVC031 22/17 A3017 RMK AO2 T02150166
06C,2021-07-21 12:35,-88.1012,41.9893,243.48,70.70,61.90,73.70,50.00,3.00,0.00,30.17,null,10.00,null,BKN,OVC,null,null,1900.00,3100.00,null,null,null,null,null,null,null,null,null,null,K06C 211735Z AUTO 05003KT 10SM BKN019 OVC031 22/17 A3017 RMK AO2 T02150166
06C,2021-07-21 12:55,-88.1012,41.9893,243.48,70.70,61.30,72.15,0.00,0.00,0.00,30.17,null,10.00,null,SCT,OVC,null,null,1900.00,3100.00,null,null,null,null,null,null,null,null,null,null,K06C 211755Z AUTO 00000KT 10SM SCT019 OVC031 22/16 A3017 RMK AO2 T02150163 10225 20185
06C,2021-07-21 13:15,-88.1012,41.9893,243.48,71.20,61.90,72.46,0.00,0.00,0.00,30.16,null,10.00,null,SCT,OVC,null,null,2100.00,3100.00,null,null,null,null,null,null,null,null,null,null,K06C 211815Z AUTO 00000KT 10SM SCT021 OVC031 22/17 A3016 RMK AO2 T02180166
06C,2021-07-21 13:35,-88.1012,41.9893,243.48,72.50,62.60,71.07,0.00,0.00,0.00,30.16,null,10.00,null,BKN,BKN,OVC,null,2100.00,3100.00,4600.00,null,null,null,null,null,null,null,null,null,K06C 211835Z AUTO 00000KT 10SM BKN021 BKN031 OVC046 23/17 A3016 RMK AO2 T02250170
06C,2021-07-21 13:55,-88.1012,41.9893,243.48,73.80,62.20,67.07,0.00,0.00,0.00,30.16,null,10.00,null,SCT,SCT,OVC,null,2100.00,3100.00,4600.00,null,null,null,null,null,null,null,null,null,K06C 211855Z AUTO 00000KT 10SM SCT021 SCT031 OVC046 23/17 A3016 RMK AO2 T02320168
06C,2021-07-21 14:15,-88.1012,41.9893,243.48,73.60,62.10,67.29,0.00,0.00,0.00,30.16,null,10.00,null,BKN,BKN,OVC,null,2500.00,3300.00,4600.00,null,null,null,null,null,null,null,null,null,K06C 211915Z AUTO 00000KT 10SM BKN025 BKN033 OVC046 23/17 A3016 RMK AO2 T02310167
06C,2021-07-21 14:35,-88.1012,41.9893,243.48,73.00,61.30,66.74,0.00,0.00,0.00,30.16,null,10.00,null,BKN,OVC,null,null,2500.00,3300.00,null,null,null,null,null,null,null,null,null,null,K06C 211935Z AUTO 00000KT 10SM BKN025 OVC033 23/16 A3016 RMK AO2 T02280163
06C,2021-07-21 14:55,-88.1012,41.9893,243.48,72.50,61.20,67.64,0.00,0.00,0.00,30.16,null,10.00,null,OVC,null,null,null,2500.00,null,null,null,null,null,null,null,null,null,null,null,K06C 211955Z AUTO 00000KT 10SM OVC025 23/16 A3016 RMK AO2 T02250162
06C,2021-07-21 15:15,-88.1012,41.9893,243.48,73.40,61.50,66.32,0.00,0.00,0.00,30.15,null,10.00,null,SCT,SCT,OVC,null,2500.00,3700.00,4400.00,null,null,null,null,null,null,null,null,null,K06C 212015Z AUTO 00000KT 10SM SCT025 SCT037 OVC044 23/16 A3015 RMK AO2 T02300164
06C,2021-07-21 15:35,-88.1012,41.9893,243.48,73.20,61.30,66.30,0.00,0.00,0.00,30.16,null,10.00,null,OVC,null,null,null,4600.00,null,null,null,null,null,null,null,null,null,null,null,K06C 212035Z AUTO 00000KT 10SM OVC046 23/16 A3016 RMK AO2 T02290163
06C,2021-07-21 15:55,-88.1012,41.9893,243.48,74.70,62.20,65.08,0.00,0.00,0.00,30.15,null,10.00,null,OVC,null,null,null,4800.00,null,null,null,null,null,null,null,null,null,null,null,K06C 212055Z AUTO 00000KT 10SM OVC048 24/17 A3015 RMK AO2 T02370168
06C,2021-07-21 16:15,-88.1012,41.9893,243.48,74.80,61.00,62.16,0.00,0.00,0.00,30.15,null,10.00,null,SCT,null,null,null,5000.00,null,null,null,null,null,null,null,null,null,null,null,K06C 212115Z AUTO 00000KT 10SM SCT050 24/16 A3015 RMK AO2 T02380161
06C,2021-07-21 16:35,-88.1012,41.9893,243.48,74.30,61.20,63.66,0.00,0.00,0.00,30.14,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 212135Z AUTO 00000KT 10SM CLR 24/16 A3014 RMK AO2 T02350162
06C,2021-07-21 16:55,-88.1012,41.9893,243.48,74.10,61.20,64.09,80.00,3.00,0.00,30.14,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 212155Z AUTO 08003KT 10SM CLR 23/16 A3014 RMK AO2 T02340162
06C,2021-07-21 17:15,-88.1012,41.9893,243.48,73.90,61.00,64.07,110.00,4.00,0.00,30.14,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 212215Z AUTO 11004KT 10SM CLR 23/16 A3014 RMK AO2 T02330161
06C,2021-07-21 17:35,-88.1012,41.9893,243.48,74.70,60.40,61.06,0.00,0.00,0.00,30.14,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 212235Z AUTO 00000KT 10SM CLR 24/16 A3014 RMK AO2 T02370158
06C,2021-07-21 17:55,-88.1012,41.9893,243.48,73.40,61.30,65.85,0.00,0.00,0.00,30.14,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 212255Z AUTO 00000KT 10SM CLR 23/16 A3014 RMK AO2 T02300163
